RUN	ChallengerFloodIOScenario	challengerfloodioscenario	1588168664170	 	3.1.1
USER	Test challengers.flood.io	1	START	1588168665171	1588168665171
REQUEST	1		Open Home Page	1588168665201	1588168666296	OK	 
REQUEST	1		Start Test Step 1	1588168671326	1588168671645	OK	 
REQUEST	1		Start Test Step 1 Redirect 1	1588168671650	1588168672213	OK	 
REQUEST	1		Start Test Step 1 Redirect 2	1588168672215	1588168672514	OK	 
REQUEST	1		Step 2	1588168672530	1588168672750	OK	 
REQUEST	1		Step 2 Redirect 1	1588168672751	1588168672979	OK	 
REQUEST	1		Step 2 Redirect 2	1588168672980	1588168673206	OK	 
REQUEST	1		Step 3	1588168673213	1588168673489	OK	 
REQUEST	1		Step 3 Redirect 1	1588168673490	1588168673903	OK	 
REQUEST	1		Step 3 Redirect 2	1588168673904	1588168674414	OK	 
REQUEST	1		Step 4	1588168674417	1588168674634	OK	 
REQUEST	1		Step 4 Redirect 1	1588168674635	1588168674849	OK	 
REQUEST	1		Step 4 Redirect 2	1588168674849	1588168675441	OK	 
REQUEST	1		Code	1588168675444	1588168675668	OK	 
REQUEST	1		Step 5	1588168675712	1588168676007	OK	 
REQUEST	1		Step 5 Redirect 1	1588168676009	1588168676374	OK	 
REQUEST	1		Step 5 Redirect 2	1588168676375	1588168676624	OK	 
USER	Test challengers.flood.io	1	END	1588168665171	1588168676631
