RUN	ChallengerFloodIOScenario	challengerfloodioscenario	1588164862260	 	3.1.1
USER	Test challengers.flood.io	1	START	1588164863466	1588164863466
REQUEST	1		Open Home Page	1588164863497	1588164864635	OK	 
REQUEST	1		Start Test Step 1	1588164869662	1588164869875	OK	 
REQUEST	1		Start Test Step 1 Redirect 1	1588164869880	1588164870381	OK	 
REQUEST	1		Start Test Step 1 Redirect 2	1588164870382	1588164870618	OK	 
REQUEST	1		Step 2	1588164870634	1588164870857	OK	 
REQUEST	1		Step 2 Redirect 1	1588164870858	1588164871089	OK	 
REQUEST	1		Step 2 Redirect 2	1588164871090	1588164871315	OK	 
REQUEST	1		Step 3	1588164871322	1588164871674	OK	 
REQUEST	1		Step 3 Redirect 1	1588164871674	1588164871878	OK	 
REQUEST	1		Step 3 Redirect 2	1588164871879	1588164872194	OK	 
REQUEST	1		Step 4	1588164872198	1588164872512	OK	 
REQUEST	1		Step 4 Redirect 1	1588164872514	1588164872718	OK	 
REQUEST	1		Step 4 Redirect 2	1588164872719	1588164873042	OK	 
USER	Test challengers.flood.io	1	END	1588164863466	1588164873049
