RUN	ChallengerFloodIOScenario	challengerfloodioscenario	1588170007413	 	3.1.1
USER	Test challengers.flood.io	1	START	1588170008493	1588170008493
REQUEST	1		Open Home Page	1588170008522	1588170009484	OK	 
REQUEST	1		Start Test Step 1	1588170014513	1588170015202	OK	 
REQUEST	1		Start Test Step 1 Redirect 1	1588170015208	1588170015768	OK	 
REQUEST	1		Start Test Step 1 Redirect 2	1588170015769	1588170015991	OK	 
REQUEST	1		Step 2	1588170020997	1588170021302	OK	 
REQUEST	1		Step 2 Redirect 1	1588170021304	1588170021627	OK	 
REQUEST	1		Step 2 Redirect 2	1588170021629	1588170022113	OK	 
REQUEST	1		Step 3	1588170027106	1588170027434	OK	 
REQUEST	1		Step 3 Redirect 1	1588170027436	1588170027868	OK	 
REQUEST	1		Step 3 Redirect 2	1588170027869	1588170028229	OK	 
REQUEST	1		Step 4	1588170033236	1588170033575	OK	 
REQUEST	1		Step 4 Redirect 1	1588170033577	1588170033885	OK	 
REQUEST	1		Step 4 Redirect 2	1588170033887	1588170034201	OK	 
REQUEST	1		Code	1588170034204	1588170034505	OK	 
REQUEST	1		Step 5	1588170034558	1588170035129	OK	 
REQUEST	1		Step 5 Redirect 1	1588170035131	1588170035351	OK	 
REQUEST	1		Step 5 Redirect 2	1588170035353	1588170035567	OK	 
USER	Test challengers.flood.io	1	END	1588170008493	1588170040517
