RUN	ChallengerFloodIOScenario	challengerfloodioscenario	1588168496845	 	3.1.1
USER	Test challengers.flood.io	1	START	1588168497812	1588168497812
REQUEST	1		Open Home Page	1588168497845	1588168498860	OK	 
REQUEST	1		Start Test Step 1	1588168503892	1588168504220	OK	 
REQUEST	1		Start Test Step 1 Redirect 1	1588168504225	1588168504499	OK	 
REQUEST	1		Start Test Step 1 Redirect 2	1588168504500	1588168504745	OK	 
REQUEST	1		Step 2	1588168504762	1588168505061	OK	 
REQUEST	1		Step 2 Redirect 1	1588168505062	1588168505368	OK	 
REQUEST	1		Step 2 Redirect 2	1588168505369	1588168505599	OK	 
REQUEST	1		Step 3	1588168505606	1588168505830	OK	 
REQUEST	1		Step 3 Redirect 1	1588168505830	1588168506166	OK	 
REQUEST	1		Step 3 Redirect 2	1588168506167	1588168506391	OK	 
REQUEST	1		Step 4	1588168506394	1588168506705	OK	 
REQUEST	1		Step 4 Redirect 1	1588168506706	1588168507088	OK	 
REQUEST	1		Step 4 Redirect 2	1588168507089	1588168507396	OK	 
REQUEST	1		Code	1588168507399	1588168507703	OK	 
USER	Test challengers.flood.io	1	END	1588168497812	1588168507779
